time; F_set; F_input; F_error; F_output +; F_output -; T_set; T_input; T_error; T_output +; T_output -; S_set; S_input; S_error; S_output +; S_output -; F_kp+; F_kp-; F_ki+; F_ki-; F_kd+; F_kd-; T_kp+; T_kp-; T_ki+; T_ki-; T_kd+; T_kd-; S_kp+; S_kp-; S_ki+; S_ki-; S_kd+; S_kd-
13.36; 0.24022; 0.26086; -0.02064; 0; 0.07092; 0.00734; 0.0088; -0.00145; 0.01919; 0.00321; -0.00201; 0.00652; -0.00853; 0.00554; 0.02059; -0.02807; 0.02937; 0; 0.04155; 0; 0; -0.00316; 0.00316; 0.02235; 5E-05; 0; 0; -0.01854; 0.01854; 0.02408; 0.00205; 0; 0; 
13.4; 0.2397; 0.26086; -0.02116; 0; 0.07178; 0.00704; 0.00879; -0.00175; 0.01852; 0.00388; -0.00223; 0.00652; -0.00875; 0.00495; 0.02118; -0.02877; 0.03011; 0; 0.04167; 0; 0; -0.00381; 0.00381; 0.02233; 8E-05; 0; 0; -0.01902; 0.01902; 0.02397; 0.00216; 0; 0; 
13.46; 0.23892; 0.26085; -0.02194; 0; 0.07307; 0.00659; 0.00878; -0.0022; 0.01751; 0.00489; -0.00256; 0.00652; -0.00908; 0.00405; 0.02208; -0.02983; 0.03121; 0; 0.04185; 0; 0; -0.00478; 0.00477; 0.02229; 0.00012; 0; 0; -0.01974; 0.01974; 0.02379; 0.00234; 0; 0; 
13.5; 0.23839; 0.26085; -0.02246; 0; 0.07393; 0.00628; 0.00878; -0.00249; 0.01683; 0.00557; -0.00278; 0.00652; -0.0093; 0.00345; 0.02268; -0.03054; 0.03195; 0; 0.04198; 0; 0; -0.00542; 0.00542; 0.02225; 0.00015; 0; 0; -0.02021; 0.02021; 0.02367; 0.00247; 0; 0; 
13.54; 0.23787; 0.26085; -0.02297; 0; 0.0748; 0.00599; 0.00877; -0.00279; 0.01616; 0.00624; -0.003; 0.00652; -0.00952; 0.00285; 0.02328; -0.03124; 0.03269; 0; 0.04211; 0; 0; -0.00606; 0.00605; 0.02222; 0.00019; 0; 0; -0.02069; 0.02069; 0.02354; 0.00259; 0; 0; 
13.58; 0.23735; 0.26084; -0.02349; 0; 0.07567; 0.00569; 0.00877; -0.00308; 0.01549; 0.00692; -0.00321; 0.00652; -0.00973; 0.00225; 0.02388; -0.03195; 0.03343; 0; 0.04224; 0; 0; -0.00669; 0.00669; 0.02218; 0.00023; 0; 0; -0.02116; 0.02116; 0.02341; 0.00272; 0; 0; 
13.64; 0.23657; 0.26084; -0.02427; 0; 0.07698; 0.00524; 0.00876; -0.00352; 0.01446; 0.00794; -0.00354; 0.00652; -0.01006; 0.00135; 0.02478; -0.03301; 0.03454; 0; 0.04244; 0; 0; -0.00764; 0.00764; 0.02211; 0.0003; 0; 0; -0.02187; 0.02187; 0.02322; 0.00292; 0; 0; 
13.68; 0.23605; 0.26084; -0.02479; 0; 0.07786; 0.00495; 0.00875; -0.0038; 0.01379; 0.00861; -0.00375; 0.00652; -0.01027; 0.00075; 0.02538; -0.03371; 0.03527; 0; 0.04258; 0; 0; -0.00827; 0.00827; 0.02206; 0.00035; 0; 0; -0.02233; 0.02233; 0.02308; 0.00305; 0; 0; 
13.72; 0.23552; 0.26083; -0.02531; 0; 0.07874; 0.00466; 0.00875; -0.00409; 0.01311; 0.00929; -0.00397; 0.00652; -0.01049; 0.00014; 0.02599; -0.03442; 0.03601; 0; 0.04273; 0; 0; -0.0089; 0.00889; 0.022; 0.0004; 0; 0; -0.0228; 0.0228; 0.02294; 0.00319; 0; 0; 
13.76; 0.23474; 0.26083; -0.02609; 0; 0.07999; 0.00422; 0.00874; -0.00452; 0.01212; 0.01028; -0.00429; 0.00652; -0.01081; 0; 0.02683; -0.03547; 0.03712; 0; 0.04287; 0; 0; -0.00982; 0.00982; 0.02195; 0.00046; 0; 0; -0.0235; 0.0235; 0; 0.00333; 0; 0; 
13.82; 0.23422; 0.26082; -0.0266; 0; 0.08095; 0.00393; 0.00873; -0.0048; 0.01141; 0.01099; -0.0045; 0.00652; -0.01102; 0; 0.0275; -0.03618; 0.03786; 0; 0.0431; 0; 0; -0.01044; 0.01044; 0.02185; 0.00056; 0; 0; -0.02396; 0.02396; 0; 0.00355; 0; 0; 
13.86; 0.2337; 0.26082; -0.02712; 0; 0.08184; 0.00365; 0.00873; -0.00508; 0.01073; 0.01167; -0.00471; 0.00652; -0.01123; 0; 0.02812; -0.03688; 0.03859; 0; 0.04325; 0; 0; -0.01106; 0.01105; 0.02178; 0.00062; 0; 0; -0.02442; 0.02442; 0; 0.00369; 0; 0; 
13.9; 0.23318; 0.25793; -0.02475; 0; 0.07862; 0.00335; 0.00872; -0.00537; 0.01004; 0.01237; -0.00493; 0.00652; -0.01145; 0; 0.02873; -0.03366; 0.03522; 0; 0.04339; 0; 1E-05; -0.01168; 0.01167; 0.02171; 0.00069; 0; 0; -0.02489; 0.02489; 0; 0.00384; 0; 0; 
13.94; 0.23242; 0.25357; -0.02115; 0; 0.07361; 0.00291; 0.00872; -0.0058; 0.00902; 0.01338; -0.00525; 0.00652; -0.01177; 0; 0.02959; -0.02876; 0.0301; 0; 0.04351; 1E-05; 1E-05; -0.01262; 0.01262; 0.02164; 0.00077; 0; 0; -0.02559; 0.02559; 0; 0.004; 0; 0; 
14; 0.23191; 0.25061; -0.0187; 0; 0.07028; 0.00261; 0.00871; -0.0061; 0.00826; 0.01414; -0.00546; 0.00652; -0.01198; 0; 0.03029; -0.02543; 0.02661; 0; 0.04367; 0; 0; -0.01326; 0.01325; 0.02152; 0.00089; 0; 0; -0.02605; 0.02605; 0; 0.00423; 0; 0; 
14.04; 0.23142; 0.24914; -0.01772; 0; 0.06898; 0.00232; 0.00871; -0.00639; 0.00755; 0.01485; -0.00568; 0.00652; -0.0122; 0; 0.03091; -0.0241; 0.02521; 0; 0.04377; 0; 0; -0.01389; 0.01388; 0.02143; 0.00097; 0; 0; -0.02652; 0.02651; 0; 0.00439; 0; 0; 
14.08; 0.23092; 0.24913; -0.01822; 0; 0.06979; 0.00203; 0.0087; -0.00667; 0.00684; 0.01556; -0.00588; 0.00652; -0.0124; 0; 0.03152; -0.02477; 0.02592; 0; 0.04387; 0; 0; -0.01451; 0.0145; 0.02135; 0.00106; 0; 0; -0.02697; 0.02697; 0; 0.00456; 0; 0; 
14.12; 0.23017; 0.24913; -0.01896; 0; 0.07095; 0.0016; 0.00869; -0.00709; 0.00584; 0.01656; -0.00619; 0.00652; -0.01271; 0; 0.03236; -0.02578; 0.02698; 0; 0.04397; 0; 0; -0.01542; 0.01541; 0.02125; 0.00115; 0; 0; -0.02764; 0.02763; 0; 0.00472; 0; 0; 
14.18; 0.22967; 0.24912; -0.01945; 0; 0.07182; 0.00133; 0.00869; -0.00736; 0.0051; 0.0173; -0.0064; 0.00652; -0.01292; 0; 0.03306; -0.02645; 0.02768; 0; 0.04414; 0; 0; -0.01601; 0.016; 0.02111; 0.0013; 0; 0; -0.02808; 0.02808; 0; 0.00498; 0; 0; 
14.22; 0.22917; 0.24912; -0.01995; 0; 0.07264; 0.00105; 0.00869; -0.00764; 0.0044; 0.01799; -0.0066; 0.00652; -0.01312; 0; 0.03367; -0.02713; 0.02838; 0; 0.04425; 0; 0; -0.0166; 0.0166; 0.02101; 0.0014; 0; 0; -0.02852; 0.02852; 0; 0.00515; 0; 0; 
14.26; 0.22868; 0.24912; -0.02044; 0; 0.07345; 0.00077; 0.00868; -0.00791; 0.00371; 0.01869; -0.0068; 0.00652; -0.01333; 0; 0.03429; -0.0278; 0.02909; 0; 0.04437; 0; 0; -0.01719; 0.01718; 0.0209; 0.0015; 0; 0; -0.02897; 0.02897; 0; 0.00533; 0; 0; 
14.32; 0.22793; 0.24911; -0.02119; 0; 0.07469; 0.00036; 0.00867; -0.00831; 0.00267; 0.01973; -0.00711; 0.00652; -0.01363; 0; 0.03523; -0.02881; 0.03015; 0; 0.04454; 0; 0; -0.01807; 0.01807; 0.02074; 0.00166; 0; 0; -0.02964; 0.02963; 0; 0.00559; 0; 0; 
14.36; 0.22743; 0.24911; -0.02168; 0; 0.07552; 9E-05; 0.00867; -0.00858; 0.00197; 0.02043; -0.00731; 0.00652; -0.01384; 0; 0.03585; -0.02948; 0.03085; 0; 0.04467; 0; 0; -0.01866; 0.01865; 0.02063; 0.00178; 0; 0; -0.03008; 0.03008; 0; 0.00578; 0; 0; 
14.4; 0.22693; 0.24911; -0.02218; 0; 0.07635; -0.00019; 0.00867; -0.00885; 0.00126; 0.02113; -0.00752; 0.00652; -0.01404; 0; 0.03648; -0.03016; 0.03155; 0; 0.04479; 0; 0; -0.01925; 0.01924; 0.02051; 0.00189; 0; 0; -0.03053; 0.03052; 0; 0.00596; 0; 0; 
14.44; 0.22643; 0.2491; -0.02267; 0; 0.07718; -0.00046; 0.00866; -0.00912; 0.00056; 0.02184; -0.00772; 0.00652; -0.01425; 0; 0.03712; -0.03083; 0.03226; 0; 0.04492; 0; 0; -0.01983; 0.01983; 0.02039; 0.00201; 0; 0; -0.03097; 0.03097; 0; 0.00615; 0; 0; 
14.5; 0.22569; 0.2491; -0.02341; 0; 0.07843; -0.00087; 0.00866; -0.00953; 0; 0.0229; -0.00803; 0.00653; -0.01455; 0; 0.03807; -0.03184; 0.03332; 0; 0.04512; 0; 0; -0.02071; 0.0207; 0; 0.0022; 0; 0; -0.03164; 0.03164; 0; 0.00643; 0; 0; 
14.54; 0.22519; 0.2491; -0.02391; 0; 0.07927; -0.00114; 0.00865; -0.00979; 0; 0.02361; -0.00823; 0.00653; -0.01476; 0; 0.03871; -0.03251; 0.03402; 0; 0.04525; 0; 0; -0.02129; 0.02129; 0; 0.00233; 0; 0; -0.03208; 0.03208; 0; 0.00663; 0; 0; 
14.58; 0.22469; 0.24909; -0.0244; 0; 0.08011; -0.00141; 0.00865; -0.01006; 0; 0.02433; -0.00844; 0.00653; -0.01496; 0; 0.03935; -0.03319; 0.03472; 0; 0.04539; 0; 0; -0.02188; 0.02187; 0; 0.00246; 0; 0; -0.03253; 0.03253; 0; 0.00682; 0; 0; 
14.62; 0.22394; 0.24909; -0.02515; 0; 0.08131; -0.00182; 0.00864; -0.01046; 0; 0.02533; -0.00874; 0.00653; -0.01527; 0; 0.04022; -0.0342; 0.03578; 0; 0.04553; 0; 0; -0.02275; 0.02274; 0; 0.0026; 0; 0; -0.0332; 0.0332; 0; 0.00702; 0; 0; 
14.68; 0.22345; 0.24764; -0.0242; 0; 0.08016; -0.00209; 0.00864; -0.01073; 0; 0.02613; -0.00895; 0.00653; -0.01547; 0; 0.04097; -0.0329; 0.03443; 0; 0.04573; 0; 0; -0.02333; 0.02332; 0; 0.00281; 0; 0; -0.03364; 0.03364; 0; 0.00733; 0; 0; 
14.72; 0.22295; 0.24475; -0.02179; 0; 0.07687; -0.00237; 0.00863; -0.011; 0; 0.02686; -0.00915; 0.00653; -0.01568; 0; 0.04162; -0.02964; 0.03101; 0; 0.04585; 0; 1E-05; -0.02391; 0.0239; 0; 0.00295; 0; 0; -0.03409; 0.03409; 0; 0.00753; 0; 0; 
14.76; 0.22247; 0.24184; -0.01937; 0; 0.07353; -0.00264; 0.00863; -0.01127; 0; 0.0276; -0.00936; 0.00653; -0.01589; 0; 0.04228; -0.02634; 0.02756; 0; 0.04596; 0; 1E-05; -0.02451; 0.02449; 0; 0.0031; 0; 0; -0.03454; 0.03454; 0; 0.00774; 0; 0; 
14.8; 0.22175; 0.23743; -0.01568; 0; 0.06837; -0.00306; 0.00862; -0.01168; 0; 0.02864; -0.00967; 0.00653; -0.0162; 0; 0.04317; -0.02132; 0.02231; 0; 0.04605; 1E-05; 1E-05; -0.0254; 0.02539; 0; 0.00325; 0; 0; -0.03522; 0.03522; 0; 0.00795; 0; 0; 
14.86; 0.22128; 0.23743; -0.01615; 0; 0.06917; -0.00333; 0.00862; -0.01195; 0; 0.02946; -0.00987; 0.00653; -0.0164; 0; 0.04394; -0.02196; 0.02298; 0; 0.04619; 0; 0; -0.02599; 0.02597; 0; 0.00349; 0; 0; -0.03566; 0.03566; 0; 0.00828; 0; 0; 
14.9; 0.2208; 0.23743; -0.01662; 0; 0.06993; -0.0036; 0.00861; -0.01222; 0; 0.0302; -0.01008; 0.00653; -0.0166; 0; 0.04459; -0.02261; 0.02365; 0; 0.04628; 0; 0; -0.02656; 0.02655; 0; 0.00365; 0; 0; -0.0361; 0.0361; 0; 0.00849; 0; 0; 
14.94; 0.22033; 0.23742; -0.01709; 0; 0.0707; -0.00387; 0.00861; -0.01248; 0; 0.03093; -0.01027; 0.00653; -0.0168; 0; 0.04524; -0.02325; 0.02432; 0; 0.04638; 0; 0; -0.02713; 0.02712; 0; 0.00381; 0; 0; -0.03653; 0.03653; 0; 0.00872; 0; 0; 
14.98; 0.21962; 0.23742; -0.0178; 0; 0.07181; -0.00427; 0.0086; -0.01287; 0; 0.03195; -0.01057; 0.00653; -0.0171; 0; 0.04612; -0.02421; 0.02533; 0; 0.04648; 0; 0; -0.02798; 0.02797; 0; 0.00398; 0; 0; -0.03718; 0.03718; 0; 0.00894; 0; 0; 
15.04; 0.21914; 0.23742; -0.01827; 0; 0.07263; -0.00453; 0.0086; -0.01313; 0; 0.03278; -0.01077; 0.00653; -0.0173; 0; 0.04689; -0.02485; 0.026; 0; 0.04663; 0; 0; -0.02855; 0.02854; 0; 0.00424; 0; 0; -0.03761; 0.03761; 0; 0.00928; 0; 0; 
15.08; 0.21867; 0.23741; -0.01875; 0; 0.07341; -0.00479; 0.0086; -0.01339; 0; 0.03352; -0.01097; 0.00653; -0.0175; 0; 0.04755; -0.02549; 0.02667; 0; 0.04674; 0; 0; -0.02912; 0.0291; 0; 0.00442; 0; 0; -0.03805; 0.03804; 0; 0.00951; 0; 0; 
15.12; 0.21819; 0.23741; -0.01922; 0; 0.07419; -0.00506; 0.00859; -0.01365; 0; 0.03426; -0.01117; 0.00653; -0.0177; 0; 0.04822; -0.02613; 0.02734; 0; 0.04685; 0; 0; -0.02968; 0.02967; 0; 0.0046; 0; 0; -0.03848; 0.03848; 0; 0.00974; 0; 0; 
15.18; 0.21748; 0.23741; -0.01992; 0; 0.07536; -0.00545; 0.00859; -0.01404; 0; 0.03539; -0.01147; 0.00653; -0.018; 0; 0.04923; -0.0271; 0.02835; 0; 0.04701; 0; 0; -0.03053; 0.03052; 0; 0.00487; 0; 0; -0.03913; 0.03913; 0; 0.0101; 0; 0; 
15.22; 0.21701; 0.2374; -0.0204; 0; 0.07615; -0.00572; 0.00858; -0.0143; 0; 0.03614; -0.01167; 0.00653; -0.0182; 0; 0.0499; -0.02774; 0.02902; 0; 0.04713; 0; 0; -0.03109; 0.03108; 0; 0.00506; 0; 0; -0.03957; 0.03957; 0; 0.01034; 0; 0; 
15.26; 0.21653; 0.2374; -0.02087; 0; 0.07694; -0.00598; 0.00858; -0.01456; 0; 0.03689; -0.01187; 0.00654; -0.0184; 0; 0.05058; -0.02838; 0.02969; 0; 0.04724; 0; 0; -0.03166; 0.03164; 0; 0.00525; 0; 0; -0.04; 0.04; 0; 0.01058; 0; 0; 
15.3; 0.21606; 0.2374; -0.02134; 0; 0.07773; -0.00624; 0.00858; -0.01482; 0; 0.03765; -0.01206; 0.00654; -0.0186; 0; 0.05126; -0.02902; 0.03037; 0; 0.04736; 0; 0; -0.03222; 0.0322; 0; 0.00544; 0; 0; -0.04044; 0.04043; 0; 0.01082; 0; 0; 
15.36; 0.21534; 0.23739; -0.02205; 0; 0.07892; -0.00663; 0.00857; -0.01521; 0; 0.03879; -0.01236; 0.00654; -0.0189; 0; 0.05228; -0.02998; 0.03137; 0; 0.04755; 0; 0; -0.03306; 0.03305; 0; 0.00574; 0; 0; -0.04109; 0.04109; 0; 0.01119; 0; 0; 
15.4; 0.21487; 0.23629; -0.02142; 0; 0.07816; -0.0069; 0.00857; -0.01547; 0; 0.03956; -0.01262; 0.0056; -0.01822; 0; 0.05104; -0.02913; 0.03048; 0; 0.04767; 0; 0; -0.03363; 0.03361; 0; 0.00595; 0; 0; -0.0396; 0.0396; 0; 0.01143; 1E-05; 1E-05; 
15.44; 0.2144; 0.2341; -0.0197; 0; 0.07581; -0.00716; 0.00856; -0.01573; 0; 0.04033; -0.01308; 0.00371; -0.01678; 0; 0.04816; -0.02678; 0.02803; 0; 0.04778; 0; 0; -0.03419; 0.03418; 0; 0.00615; 0; 0; -0.03649; 0.03648; 0; 0.01165; 2E-05; 2E-05; 
15.48; 0.21394; 0.23077; -0.01683; 0; 0.07183; -0.00738; 0.00827; -0.01565; 0; 0.04037; -0.01379; -0.00026; -0.01353; 0; 0.04129; -0.02289; 0.02395; 0; 0.04788; 1E-05; 1E-05; -0.03402; 0.03401; 0; 0.00636; 0; 0; -0.02942; 0.02942; 0; 0.01183; 4E-05; 4E-05; 
15.54; 0.21325; 0.22853; -0.01529; 0; 0.06976; -0.00759; 0.00798; -0.01557; 0; 0.04052; -0.0142; -0.00327; -0.01094; 0; 0.03585; -0.02079; 0.02175; 0; 0.04801; 0; 0; -0.03386; 0.03385; 0; 0.00666; 0; 0; -0.02378; 0.02378; 0; 0.01204; 2E-05; 2E-05; 
15.58; 0.21279; 0.22853; -0.01574; 0; 0.07049; -0.00768; 0.00799; -0.01567; 0; 0.04092; -0.01447; -0.00328; -0.01118; 0; 0.03651; -0.02141; 0.0224; 0; 0.04809; 0; 0; -0.03407; 0.03405; 0; 0.00687; 0; 0; -0.02431; 0.02431; 0; 0.01219; 0; 0; 
15.62; 0.21233; 0.22853; -0.01619; 0; 0.07123; -0.00778; 0.00799; -0.01577; 0; 0.04136; -0.01467; -0.0033; -0.01137; 0; 0.03707; -0.02202; 0.02304; 0; 0.04818; 0; 0; -0.03429; 0.03428; 0; 0.00708; 0; 0; -0.02473; 0.02473; 0; 0.01234; 0; 0; 
15.66; 0.21165; 0.22852; -0.01687; 0; 0.07229; -0.00796; 0.00799; -0.01595; 0; 0.04196; -0.01488; -0.00331; -0.01156; 0; 0.03763; -0.02295; 0.02401; 0; 0.04828; 0; 0; -0.03469; 0.03467; 0; 0.00729; 0; 0; -0.02514; 0.02514; 0; 0.01249; 0; 0; 
15.72; 0.21119; 0.22852; -0.01733; 0; 0.07308; -0.00809; 0.00799; -0.01609; 0; 0.04257; -0.01495; -0.00332; -0.01163; 0; 0.03801; -0.02356; 0.02466; 0; 0.04843; 0; 0; -0.03498; 0.03497; 0; 0.0076; 0; 0; -0.02529; 0.02529; 0; 0.01272; 0; 0; 
15.76; 0.21073; 0.22852; -0.01778; 0; 0.07383; -0.00824; 0.008; -0.01624; 0; 0.0431; -0.01499; -0.00333; -0.01166; 0; 0.03823; -0.02418; 0.0253; 0; 0.04853; 0; 0; -0.0353; 0.03529; 0; 0.00781; 0; 0; -0.02536; 0.02536; 0; 0.01287; 0; 0; 
15.8; 0.21028; 0.22851; -0.01824; 0; 0.07458; -0.0084; 0.008; -0.01639; 0; 0.04366; -0.01499; -0.00333; -0.01166; 0; 0.03837; -0.0248; 0.02595; 0; 0.04863; 0; 0; -0.03565; 0.03563; 0; 0.00803; 0; 0; -0.02534; 0.02534; 0; 0.01303; 0; 0; 
15.84; 0.20959; 0.22851; -0.01892; 0; 0.07565; -0.00865; 0.008; -0.01665; 0; 0.04444; -0.01492; -0.00333; -0.01159; 0; 0.03838; -0.02572; 0.02692; 0; 0.04873; 0; 0; -0.0362; 0.03619; 0; 0.00825; 0; 0; -0.0252; 0.0252; 0; 0.01318; 0; 0; 
15.9; 0.20913; 0.2285; -0.01937; 0; 0.07646; -0.00884; 0.008; -0.01683; 0; 0.04517; -0.01485; -0.00333; -0.01151; 0; 0.03843; -0.02634; 0.02756; 0; 0.0489; 0; 0; -0.0366; 0.03659; 0; 0.00858; 0; 0; -0.02503; 0.02503; 0; 0.01341; 0; 0; 
15.94; 0.20868; 0.2285; -0.01982; 0; 0.07722; -0.00903; 0.00799; -0.01702; 0; 0.0458; -0.01474; -0.00333; -0.01141; 0; 0.03837; -0.02696; 0.02821; 0; 0.04901; 0; 0; -0.03702; 0.037; 0; 0.0088; 0; 0; -0.02481; 0.02481; 0; 0.01356; 0; 0; 
15.98; 0.20822; 0.2285; -0.02028; 0; 0.07798; -0.00923; 0.00799; -0.01722; 0; 0.04646; -0.01462; -0.00333; -0.01129; 0; 0.03825; -0.02758; 0.02885; 0; 0.04912; 0; 0; -0.03745; 0.03743; 0; 0.00903; 0; 0; -0.02455; 0.02455; 0; 0.0137; 0; 0; 
16.02; 0.20754; 0.22849; -0.02096; 0; 0.07906; -0.00954; 0.00799; -0.01753; 0; 0.04736; -0.01441; -0.00333; -0.01108; 0; 0.03794; -0.0285; 0.02982; 0; 0.04924; 0; 0; -0.03812; 0.0381; 0; 0.00926; 0; 0; -0.02409; 0.02409; 0; 0.01385; 0; 0; 
16.08; 0.20708; 0.22849; -0.02141; 0; 0.07989; -0.00976; 0.00799; -0.01774; 0; 0.04817; -0.01424; -0.00332; -0.01092; 0; 0.03781; -0.02912; 0.03047; 0; 0.04942; 0; 0; -0.03858; 0.03856; 0; 0.00961; 0; 0; -0.02374; 0.02374; 0; 0.01406; 0; 0; 
16.12; 0.20662; 0.22849; -0.02187; 0; 0.08066; -0.00998; 0.00799; -0.01796; 0; 0.04888; -0.01407; -0.00332; -0.01075; 0; 0.03758; -0.02974; 0.03112; 0; 0.04954; 0; 0; -0.03906; 0.03904; 0; 0.00984; 0; 0; -0.02338; 0.02338; 0; 0.01421; 0; 0; 
16.16; 0.20616; 0.22849; -0.02232; 0; 0.08143; -0.0102; 0.00798; -0.01818; 0; 0.0496; -0.01389; -0.00331; -0.01057; 0; 0.03733; -0.03035; 0.03176; 0; 0.04967; 0; 0; -0.03954; 0.03952; 0; 0.01008; 0; 0; -0.02299; 0.02299; 0; 0.01434; 0; 0; 
16.22; 0.20548; 0.2256; -0.02012; 0; 0.07847; -0.01055; 0.00798; -0.01852; 0; 0.05071; -0.0136; -0.00331; -0.01029; 0; 0.03692; -0.02736; 0.02862; 0; 0.04984; 0; 0; -0.04028; 0.04026; 0; 0.01045; 0; 0; -0.02238; 0.02238; 0; 0.01455; 0; 0; 
16.26; 0.20504; 0.22272; -0.01768; 0; 0.0751; -0.01078; 0.00798; -0.01876; 0; 0.05147; -0.0134; -0.0033; -0.0101; 0; 0.03664; -0.02404; 0.02516; 0; 0.04994; 0; 1E-05; -0.04079; 0.04077; 0; 0.01069; 0; 0; -0.02196; 0.02196; 0; 0.01468; 0; 0; 
16.3; 0.2046; 0.21978; -0.01518; 0; 0.07163; -0.01103; 0.00797; -0.019; 0; 0.05224; -0.01321; -0.0033; -0.00991; 0; 0.03636; -0.02064; 0.0216; 0; 0.05002; 0; 1E-05; -0.04132; 0.0413; 0; 0.01094; 0; 0; -0.02155; 0.02155; 0; 0.01481; 0; 0; 
16.34; 0.20416; 0.21684; -0.01268; 0; 0.06814; -0.01134; 0.00796; -0.0193; 0; 0.05314; -0.01299; -0.00329; -0.0097; 0; 0.03602; -0.01724; 0.01804; 0; 0.0501; 0; 1E-05; -0.04196; 0.04195; 0; 0.01119; 0; 0; -0.02109; 0.02109; 0; 0.01494; 0; 0; 
16.4; 0.20352; 0.21361; -0.0101; 0; 0.06455; -0.01203; 0.00518; -0.01721; 0; 0.04897; -0.01273; -0.00328; -0.00945; 0; 0.03567; -0.01373; 0.01436; 0; 0.05018; 0; 0; -0.03743; 0.03741; 0; 0.01153; 2E-05; 2E-05; -0.02054; 0.02054; 0; 0.01512; 0; 0; 
16.44; 0.20309; 0.21151; -0.00842; 0; 0.06221; -0.0128; 0.00336; -0.01616; 0; 0.04689; -0.01254; -0.00328; -0.00926; 0; 0.03538; -0.01145; 0.01198; 0; 0.05023; 0; 0; -0.03514; 0.03512; 0; 0.01174; 2E-05; 2E-05; -0.02014; 0.02014; 0; 0.01524; 0; 0; 
16.48; 0.20267; 0.20946; -0.00679; 0; 0.05993; -0.01376; 0.00156; -0.01532; 0; 0.04526; -0.01235; -0.00327; -0.00908; 0; 0.0351; -0.00923; 0.00966; 0; 0.05027; 0; 0; -0.03331; 0.03329; 0; 0.01195; 2E-05; 2E-05; -0.01974; 0.01973; 0; 0.01536; 0; 0; 
16.52; 0.20205; 0.20843; -0.00638; 0; 0.05939; -0.01528; 0.00061; -0.0159; 0; 0.04672; -0.01207; -0.00327; -0.0088; 0; 0.03461; -0.00868; 0.00908; 0; 0.0503; 0; 0; -0.03457; 0.03455; 0; 0.01215; 1E-05; 1E-05; -0.01913; 0.01913; 0; 0.01548; 0; 0; 
16.58; 0.20163; 0.20843; -0.0068; 0; 0.06003; -0.01616; 0.00057; -0.01673; 0; 0.04885; -0.01188; -0.00326; -0.00862; 0; 0.03438; -0.00924; 0.00967; 0; 0.05036; 0; 0; -0.03639; 0.03637; 0; 0.01248; 0; 0; -0.01874; 0.01874; 0; 0.01565; 0; 0; 
16.62; 0.20121; 0.20843; -0.00721; 0; 0.06066; -0.01693; 0.00053; -0.01746; 0; 0.05067; -0.01169; -0.00326; -0.00844; 0; 0.0341; -0.00981; 0.01026; 0; 0.0504; 0; 0; -0.03797; 0.03796; 0; 0.01271; 0; 0; -0.01834; 0.01834; 0; 0.01576; 0; 0; 
16.66; 0.2008; 0.20842; -0.00763; 0; 0.06129; -0.01759; 0.0005; -0.01809; 0; 0.05227; -0.01151; -0.00325; -0.00826; 0; 0.03381; -0.01037; 0.01085; 0; 0.05044; 0; 0; -0.03934; 0.03932; 0; 0.01295; 0; 0; -0.01795; 0.01795; 0; 0.01587; 0; 0; 
16.7; 0.20017; 0.20842; -0.00825; 0; 0.06222; -0.0184; 0.00046; -0.01886; 0; 0.05418; -0.01123; -0.00325; -0.00799; 0; 0.03333; -0.01121; 0.01173; 0; 0.05049; 0; 0; -0.041; 0.04098; 0; 0.0132; 0; 0; -0.01736; 0.01736; 0; 0.01597; 0; 0; 
16.76; 0.19976; 0.20654; -0.00678; 0; 0.0602; -0.01898; -0.00118; -0.01781; 0; 0.05226; -0.01105; -0.00324; -0.00781; 0; 0.0331; -0.00922; 0.00965; 0; 0.05055; 0; 0; -0.03872; 0.0387; 0; 0.01355; 1E-05; 1E-05; -0.01697; 0.01697; 0; 0.01613; 0; 0; 
16.8; 0.19935; 0.20466; -0.00531; 0; 0.05814; -0.01969; -0.00282; -0.01687; 0; 0.05045; -0.01086; -0.00324; -0.00763; 0; 0.03281; -0.00723; 0.00756; 0; 0.05058; 0; 0; -0.03668; 0.03666; 0; 0.01377; 2E-05; 2E-05; -0.01658; 0.01658; 0; 0.01623; 0; 0; 
16.84; 0.19894; 0.2027; -0.00376; 0; 0.05595; -0.0205; -0.00454; -0.01596; 0; 0.04869; -0.01068; -0.00323; -0.00745; 0; 0.03252; -0.00511; 0.00535; 0; 0.0506; 0; 0; -0.03471; 0.03469; 0; 0.01398; 2E-05; 2E-05; -0.0162; 0.0162; 0; 0.01632; 0; 0; 
16.88; 0.19834; 0.19982; -0.00148; 0; 0.05272; -0.02189; -0.00707; -0.01482; 0; 0.0464; -0.01041; -0.00323; -0.00719; 0; 0.03204; -0.00202; 0.00211; 0; 0.05061; 0; 1E-05; -0.03222; 0.0322; 0; 0.01417; 3E-05; 3E-05; -0.01563; 0.01563; 0; 0.01642; 0; 0; 
16.94; 0.19794; 0.19794; 0; 0; 0.05061; -0.02288; -0.00869; -0.01419; 0; 0.0453; -0.01024; -0.00322; -0.00701; 0; 0.0318; 0; 0; 0; 0.05061; 0; 0; -0.03085; 0.03084; 0; 0.01445; 1E-05; 1E-05; -0.01525; 0.01525; 0; 0.01656; 0; 0; 
